"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA"
"TQRMNORTYHLOSTCDEIJAH00639207";3;2020;33;1;6;39500;19750;1;5376;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;2;1;1;1;;1;1;1;1;1;1;2;2;0;98;0;0;0;4002
"TQRMNOPTQHLMMMCDEIKAH00639718";3;2020;34;1;6;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;1;;3;1;;4;2;1;1;;1;1;1;1;1;1;2;2;0;1;0;0;0;363
"TQRMNOSPWHLMLPCDEHMHF00637802";3;2020;26;1;74;0;0;1;0;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;93
"TQRMNOSXQHLOSTCDEIJAH00639571";3;2020;33;1;6;0;0;1;3848;1;1;2;0;1;2;2;2;0;2;0;6;;1;;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;;1;2;;2;1;2;1;;2;0;0;0;1;1;2;1;0;98;0;0;0;3661
"TQRMNOQTWHLONLCDEIJAH00639019";3;2020;33;1;6;107000;21400;1;7300;6;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;1;;6;1;;2;1;1;1;;1;1;1;2;2;2;2;2;4;98;0;0;0;3552
"TQRMNOSRXHLOKUCDEFPCH00635932";3;2020;9;1;26;149000;"49666,67";1;200;4;3;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;;4;1;;4;1;1;1;;1;1;1;1;2;1;2;3;0;1;2;0;0;162
"TQRMNORXXHLLKPCDEHIBB00637377";3;2020;22;1;10;212500;"70833,33";1;121;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;112
"TQRMNORRQHLOKQCDEGJBF00636539";3;2020;13;1;14;10000;"3333,33";1;2073;1;1;2;0;1;2;2;2;0;2;0;6;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;3;2;1;1;;1;1;;4;1;1;1;;1;1;2;2;1;1;2;1;0;98;0;0;0;2131
"TQRMNOQQSHLOLSCDEHNHB00637985";3;2020;27;1;70;16800;16800;1;339;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;340
"TQRMNOSQUHLLMRCDEIIAD00638494";3;2020;32;1;2;26400;5280;1;10182;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;5;3;2;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;8115
"TQRMNOSSQHLOKOCDEFLID00635309";3;2020;5;1;82;51000;25500;1;170;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;141
"TQRMNOPWVHLMSUCDEIJAH00639397";3;2020;33;1;6;32000;32000;1;3177;1;1;2;0;1;2;2;2;0;2;0;8;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;1;2;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2813
"TQRMNORQWHLMKNCDEOHCH00640191";3;2020;91;1;26;0;0;1;106;1;1;2;0;1;2;2;2;0;2;0;6;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;108
"TQRMNOPXSHLOKMCDEHLEH00637675";3;2020;25;1;46;60000;15000;1;137;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;116
"TQRMNOQSPHLKLQCDEOHCH00640102";3;2020;91;1;26;0;0;1;0;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;111
"TQRMNOSTTHLLMLCDEIIAD00638536";3;2020;32;1;2;97000;48500;1;3186;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2198
"TQRMNOSSQHLMMPCDEGJBF00636337";3;2020;13;1;14;56400;18800;1;934;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;;3;1;;3;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;886
"TQRMNOSSSHLMMPCDEGJBF00636481";3;2020;13;1;14;50000;"16666,67";1;864;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;838
"TQRMNOQVQHLMLNCDEIMBF00639843";3;2020;36;1;14;83000;"27666,67";1;141;3;1;2;0;1;2;1;2;0;1;1;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;158
"TQRMNOSTUHLMLNCDEIMBF00639926";3;2020;36;1;14;33950;"11316,67";1;140;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;1;2;2;2;3;1;2;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;143
"TQRMNOSUQHLMLOCDEHLEH00637667";3;2020;25;1;46;42000;21000;1;84;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;98;0;0;0;81
"TQRMNOSSYHLMLOCDEHLEH00637649";3;2020;25;1;46;66500;16625;1;89;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;4;1;3;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;3;1;0;0;88
"TQRMNOPRPHLMLQCDEIKAH00639673";3;2020;34;1;6;52000;10400;1;1149;3;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;5;3;2;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;2;1;98;0;0;0;827
"TQRMNOQUXHLMKPCDEFJAH00635114";3;2020;3;1;6;39000;19500;1;365;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;152
"TQRMNOPQWHLKLNCDEFJAH00634988";3;2020;3;1;6;20000;20000;1;430;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;143
"TQRMNOQSXHLMLQCDEIKAH00639739";3;2020;34;1;6;40500;20250;1;1022;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;629
"TQRMNOPQYHLKLNCDEFJAH00634974";3;2020;3;1;6;16800;16800;1;327;3;2;2;0;1;1;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;162
"TQRMNOQSYHLMLQCDEIKAH00639708";3;2020;34;1;6;39000;19500;1;1022;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;629
"TQRMNOPSRHLOKRCDEFJAH00635118";3;2020;3;1;6;238000;238000;1;326;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;233
"TQRMNOSUWHLOKOCDEHPJB00638054";3;2020;29;1;90;130000;32500;1;1391;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;1141
"TQRMNOQYQHLKLNCDEFJAH00635089";3;2020;3;1;6;0;0;1;0;4;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;220
"TQRMNOQUSHLOKSCDEHIBB00637319";3;2020;22;1;10;40000;10000;1;88;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;85
"TQRMNOPYPHLKLMCDEFIAH00634875";3;2020;2;1;6;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;812
"TQRMNOSQSHLLKSCDEIKAH00639735";3;2020;34;1;6;29000;14500;1;1341;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;700
"TQRMNOQXWHLOKRCDEGJBF00636333";3;2020;13;1;14;49400;9880;1;1660;3;3;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1;;3;1;;1;1;1;1;;1;1;2;2;2;2;2;2;3;98;0;0;0;1569
"TQRMNOPSQHLLKOCDEIJAH00639519";3;2020;33;1;6;29250;29250;1;2432;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;2;1;;3;1;1;2;;1;1;1;2;2;1;2;1;0;98;0;0;0;2217
"TQRMNOQRSHLMLLCDEGGFB00636151";3;2020;10;1;50;54160;"7737,14";1;536;3;3;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2;7;1;6;1;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;9;0;0;0;437
"TQRMNOQRTHLMLLCDEGGFB00636159";3;2020;10;1;50;51400;25700;1;566;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;465
"TQRMNOPSXHLOKOCDEFNFF00635665";3;2020;7;1;54;16800;16800;1;186;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;191
"TQRMNOQVRHLMMSCDEIJAH00639567";3;2020;33;1;6;104000;26000;1;8155;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;5296
"TQRMNOPRPHLOKSCDEHIBB00637381";3;2020;22;1;10;120000;120000;1;95;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;89
"TQRMNORTVHLMOLCDEIJAH00639292";3;2020;33;1;6;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;3350
"TQRMNOPVXHLKPRCDEIJAH00638893";3;2020;33;1;6;68750;"17187,5";1;2984;2;2;2;0;1;1;1;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;2049
"TQRMNOPYYHLNKPCDEGJBF00636456";3;2020;13;1;14;27500;13750;1;589;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;548
"TQRMNOQUTHLNLLCDEHGHJ00637242";3;2020;20;1;78;60000;60000;1;304;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;;2;1;;4;1;1;1;;1;1;1;1;2;1;2;1;0;98;0;0;0;196
"TQRMNORYPHLMLUCDEHJGH00637588";3;2020;23;1;66;61000;15250;1;259;5;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;;5;2;;2;1;1;1;;1;1;1;1;1;2;2;1;0;98;0;0;0;254
"TQRMNOPSQHLMRUCDEIJAH00638942";3;2020;33;1;6;0;0;1;0;5;4;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;1;;5;1;;2;1;1;1;;1;1;1;2;2;2;2;1;0;98;0;0;0;4769
"TQRMNOQRXHLOLMCDEGGFB00636042";3;2020;10;1;50;58000;58000;1;514;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;541
"TQRMNOQSTHLNKPCDEGPDJ00637088";3;2020;19;1;38;67300;13460;1;171;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;5;1;4;1;;2;1;;2;1;1;1;;1;1;1;1;1;2;2;1;0;98;0;0;0;172
"TQSMNOQQYHLOKQCDEIMBF00639943";3;2020;36;1;14;10000;5000;1;93;3;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;1;;3;1;;2;1;1;1;;1;1;1;3;2;2;2;1;2;98;0;0;0;97
"TQRMNOQQYHLOKQCDEIMBF00639890";3;2020;36;1;14;50200;25100;1;99;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;1;;2;1;1;1;;1;1;1;2;1;2;2;1;2;98;0;0;0;100
"TQRMNOQRRHLOKQCDEIMBF00639830";3;2020;36;1;14;16950;16950;1;95;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;2;2;;2;2;1;1;;1;1;1;3;2;2;2;1;0;98;0;0;0;94
"TQRMNORVPHLOLOCDEFNFF00635648";3;2020;7;1;54;72000;14400;1;271;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;1;4;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;2;0;3;4;0;0;251
"TQRMNOQXQHLMMMCDEFKID00635208";3;2020;4;1;82;0;0;1;0;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;1;0;2;0;0;0;634
"TQRMNORURHLNLUCDEGGFB00636150";3;2020;10;1;50;47400;15800;1;673;5;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;561
"TQRMNOQXUHLMMMCDEFKID00635174";3;2020;4;1;82;16000;16000;1;862;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;97;0;1;0;0;0;614
"TQRMNOQQXHLLKRCDEGKDB00636583";3;2020;14;1;30;70000;14000;1;169;5;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;5;1;4;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;96;0;2;1;0;0;102
"TQRMNOSTVHLLKRCDEGKDB00636570";3;2020;14;1;30;36400;"6066,67";1;284;1;1;2;0;1;2;2;2;0;2;0;6;;1;;1;2;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;2;2;2;6;1;5;1;;1;2;;4;1;1;1;;1;1;1;1;2;2;2;2;1;3;0;0;0;163
"TQRMNOSYRHLOKQCDEIMBF00639886";3;2020;36;1;14;32550;16275;1;108;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;2;2;;4;2;1;1;;1;1;2;3;2;2;2;1;0;98;0;0;0;108
"TQRMNOSYYHLNLMCDEIMBF00639922";3;2020;36;1;14;47600;"15866,67";1;144;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;;1;1;;2;1;1;1;;1;1;1;2;2;2;2;1;0;2;3;0;0;148
"TQRMNOPPWHLNLMCDEIMBF00639814";3;2020;36;1;14;25000;12500;1;174;4;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;0;2;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;148
"TQRMNOPXPHLMLUCDEHJGH00637581";3;2020;23;1;66;18200;9100;1;258;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;;1;2;;4;2;2;1;;1;2;2;1;1;1;2;1;3;98;0;0;0;254
"TQRMNORQQHLMLMCDEHJGH00637613";3;2020;23;1;66;0;0;1;0;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;3;0;3;1;;4;1;;2;1;1;1;;1;2;1;1;2;2;2;1;0;98;0;0;0;316
"TQRMNORQRHLMLMCDEHJGH00637502";3;2020;23;1;66;20000;10000;1;330;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;316
"TQRMNORXWHLMKQCDEFLID00635357";3;2020;5;1;82;0;0;1;0;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;111
"TQRMNOUUPHLOLOCDEFNFF00635724";3;2020;7;1;54;78000;15600;1;179;3;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;2;3;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;2;0;98;0;0;0;176
"TQSMNOQTPHLMMOCDEIJAH00639425";3;2020;33;1;6;12400;"4133,33";1;2930;1;1;2;0;1;2;2;2;0;2;0;2;;2;;4;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;2;1;1;;1;2;;2;2;2;1;;2;0;0;0;2;2;2;1;0;98;0;0;0;3158
"TQRMNOQYYHLNLMCDEHIBB00637437";3;2020;22;1;10;0;0;1;0;5;4;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;6;0;6;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;2;3;0;0;123
"TQRMNORVRHLOLOCDEFNFF00635723";3;2020;7;1;54;52200;13050;1;198;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1;;2;1;;4;1;1;1;;1;1;1;3;2;2;2;2;0;1;0;0;0;184
"TQRMNORPPHLNLMCDEHIBB00637311";3;2020;22;1;10;57500;14375;1;118;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;1;3;1;;4;2;;2;1;1;1;;1;1;1;1;2;2;2;3;1;98;0;0;0;123
"TQRMNOPWVHLOOSCDEIJAH00639436";3;2020;33;1;6;36000;7200;1;7311;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;1;;3;1;;2;1;1;1;;1;1;1;3;2;2;2;3;4;98;0;0;0;4795
"TQRMNOPUYHLOKSCDEFJAH00635010";3;2020;3;1;6;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;198
"TQRMNOPVWHLOKSCDEFJAH00634986";3;2020;3;1;6;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;304
"TQRMNOQPXHLKLMCDEGKDB00636681";3;2020;14;1;30;0;0;1;0;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;97;0;1;0;0;0;66
"TQRMNOPWUHLNNSCDEIIAD00638544";3;2020;32;1;2;380000;95000;1;5276;4;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;2;3;1;0;0;0;3150
"TQRMNOSRPHLOLRCDEFIAH00634888";3;2020;2;1;6;0;0;1;0;2;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;5;2;3;1;;2;2;;2;2;1;1;;1;1;2;3;2;1;2;2;0;98;0;0;0;1998
"TQRMNORSTHLKKNCDEHJGH00637594";3;2020;23;1;66;155000;38750;1;437;6;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1;;6;1;;4;1;1;1;;1;1;1;1;2;2;2;96;0;2;0;0;0;414
"TQRMNOPXYHLOLTCDEIKAH00639679";3;2020;34;1;6;49500;24750;1;493;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;315
