Actividad productiva,Búsqueda de trabajo,Acceso a derechos laborales,Participación en el trabajo remunerado,Dependencia económica,Ingreso laboral,Ingreso laboral
90.01971944027872,89.13287561813104,104.31261215576788,103.22789596797841,171.10628920214393,101.23585847134918,101.23585847134918
66.3226299898581,69.55611989124316,97.04660275538514,94.43236382246396,175.0919071016288,91.95669872409181,91.95669872409181
68.17417655180981,114.71450218707693,103.54715930230599,93.6437823605633,170.55565328565024,96.16457303763539,96.16457303763539
81.79111143933372,117.88983554015813,81.79672959866485,109.35037414740746,439.08448841467396,112.94485539473813,112.94485539473813
67.7545135040491,98.85980433499412,108.51593630146326,97.70311953002496,329.7180117870345,98.15589846353086,98.15589846353086
63.02719988078132,87.32804451394608,113.5630404045748,99.24473073794773,129.2101450887068,100.42338180349925,100.42338180349925
63.77497918427557,101.05835349521585,93.28429494888721,89.2924006298685,407.27560540957245,90.19725309207051,90.19725309207051
63.52826728366142,58.947949630709594,104.22383658675707,95.68948513390177,199.04855985404183,95.09779762282861,95.09779762282861
45.40973855021221,162.02822525143478,110.42871257930943,94.93596413362248,273.3360234951944,95.01422151666277,95.01422151666277
70.80023332824568,57.75364739633585,101.48028853222254,91.95172033855862,161.79720728636374,91.3647012714281,91.3647012714281
75.72001705983465,80.47468884329837,87.77701964715409,94.56804625253416,238.2166658857407,95.69248361171152,95.69248361171152
71.60697344930075,116.35654940539992,102.99818510421052,94.67991141298587,583.4906795861806,91.23204837490552,91.23204837490552
67.98660765031134,58.97034034258607,106.93299366524506,94.51455034628319,409.56416463203055,95.89304470699673,95.89304470699673
66.49597515922319,80.35319242890182,87.75068626766976,94.41576847742333,729.2916452662957,95.39083535045846,95.39083535045846
71.87578255377849,181.24355691955137,95.75198253153866,88.4632646093362,592.6829415132437,87.21278479148963,87.21278479148963
68.83911812685405,96.56541010047522,107.22644660038463,89.83547572655849,303.9943198110531,89.09375162240313,89.09375162240313
74.12436978792371,85.18485828865036,86.24275817770038,96.21867626312991,172.61982019162596,96.2587471761688,96.2587471761688
66.82071684428725,108.03542663201185,103.41382593350534,95.10116384605338,277.9812096658223,97.74636558925064,97.74636558925064
63.16751251208142,66.29126779810252,93.12229030144572,97.68831393054458,219.62534311953968,99.97023863468229,99.97023863468229
76.52407282449106,642.086904867279,89.05005876807014,92.37838875125173,182.50958167710232,89.49340733880594,89.49340733880594
72.78801402373395,72.5366028963778,90.53621564272815,97.06390987154575,360.9980415540486,97.72265466141688,97.72265466141688
59.93903041104978,66.69795470129387,99.01045596653587,96.99572883516244,272.83960616526105,95.26079166283647,95.26079166283647
92.1274490505604,143.4084303717195,94.37867317456184,104.61502424798577,159.3918587250861,103.39708281167623,103.39708281167623
71.67653840172622,76.73745162540088,92.330813296463,92.30369721045865,372.01170351420564,93.7234943304216,93.7234943304216
74.80993276650688,62.30447327323086,104.33478208740135,103.0033721673416,178.102082538084,102.78583254380678,102.78583254380678
68.59646196547308,53.736200925883026,90.88859000056368,89.36958052372331,385.3036425007359,88.83351289938226,88.83351289938226
71.7537249203927,190.51457886879336,97.70054732309755,104.43364536504657,160.77882748973164,105.93465363888073,105.93465363888073
64.36901406141538,103.36391811116019,124.16057221365628,89.21870104905207,219.35586825194395,89.34335552542106,89.34335552542106
73.36875233037703,131.0963700779809,91.60094191961939,88.42474245979646,512.3562751611206,87.69116279899319,87.69116279899319
71.78621695315755,57.776366060641294,92.63859966957732,92.83513743943952,418.1501140842839,101.13160507881487,101.13160507881487
51.901224435166014,220.59545825443854,108.37112991783913,100.37550074860344,178.17656590498862,101.73488937491216,101.73488937491216
72.47546669531448,54.49284758085619,103.95234309327104,90.9036469924222,266.2638555689934,92.341189170846,92.341189170846
70.40364812885394,74.09547755988332,99.96814854124618,97.16722515539054,579.0342794564863,96.20434171795557,96.20434171795557
68.7511821030656,83.74441207241455,104.74178261329648,94.79219642305911,606.0378289888974,94.81273216905191,94.81273216905191
69.56617581974582,60.74131615428499,94.43769290951577,95.09422585522996,540.6650582590615,94.25458885798434,94.25458885798434
64.22388382103034,67.10304976719615,92.4770279470975,92.50318416256084,483.1374651510256,95.05077461523145,95.05077461523145
70.50034239061922,76.51144780114684,86.42393500588763,88.96464194953357,481.76720840339027,88.29665093624716,88.29665093624716
69.2072511286386,74.83567358701951,103.59818012360942,87.84363211977461,285.78635344402977,87.56898202140428,87.56898202140428
71.65626446537112,80.89123369626864,88.85319744485516,89.7208094141224,279.7824766111007,89.3696138766365,89.3696138766365
67.69779038387608,104.76730014534232,98.72294462643434,99.90229196509962,337.1760790566969,101.04863786809311,101.04863786809311
70.91117051837558,152.85712836439828,83.90846718931606,99.50738104374196,373.4818428352043,97.73263770112501,97.73263770112501
77.17130182574252,164.65264107962344,89.9514241581688,84.31085208470367,316.6239280369345,84.21086835827532,84.21086835827532
79.06942083362225,70.01179054857518,91.67877054640687,100.86262187631057,231.5135923758688,102.65403053716217,102.65403053716217
59.575143697659904,103.84652726867225,93.56366304047731,96.14769601681627,463.4796737507552,96.73714793297161,96.73714793297161
69.9122611051546,92.9271260239761,93.37587633854277,94.83434856146269,208.94580944202485,94.68429328719861,94.68429328719861
70.19509449231066,94.2672480541274,93.60355549891588,92.89820736319243,423.7711610730312,93.87267147387315,93.87267147387315
