Actividad productiva,Búsqueda de trabajo,Acceso a derechos laborales,Participación en el trabajo remunerado,Dependencia económica,Ingreso laboral,Ingreso laboral
80.2214345108841,87.09710431947664,90.10943809337358,98.2548591674258,235.32392714083136,97.25680505855794,97.25680505855794
79.10036309292671,129.41331130211987,96.7423348076132,102.39164833404908,447.9398410360315,100.8598485779476,100.8598485779476
69.78290503413764,72.66492110218043,87.31995564919927,103.87373366198109,304.9395265233295,104.6237489900238,104.6237489900238
71.57000208796228,77.8277366490596,98.550130267802,101.02922621762387,196.7736889063536,101.25611703135232,101.25611703135232
74.82727067300358,78.6450949595016,89.51611093752615,100.84234750897232,280.36068822469684,100.86704759402775,100.86704759402775
72.37849425470415,106.27337950524537,96.00555068249467,98.58972694059183,226.84923463295763,99.48261396476182,99.48261396476182
79.3188391650842,87.46884196018034,88.57035250120602,99.53213889915035,183.03965952715384,99.97351360328094,99.97351360328094
56.87564304125723,66.98604986988316,100.49432042518032,97.56601299456054,499.7128276320813,97.27868801151746,97.27868801151746
75.69109621620728,67.90276968248887,105.55436211037326,97.83232671786574,504.7640040904387,98.04091802194483,98.04091802194483
68.43438814566134,94.41041349615537,94.38686016422069,102.64971039819517,275.50415513677694,101.91023720131093,101.91023720131093
69.2624126198835,57.34999349442034,90.26587217045972,99.94789437552846,262.28047205716905,99.5356615433162,99.5356615433162
71.8827584404472,169.8486933966169,104.34562647996597,103.09443099273608,297.58886424782935,98.72421793098314,98.72421793098314
52.40713038296153,54.70914822244324,75.18981496970714,105.06404614142981,268.8134797606635,103.52390233166899,103.52390233166899
81.70888484200542,210.4079389041445,84.48162430348744,101.31491884575287,337.57986474351844,101.55479449286142,101.55479449286142
71.11611856264838,102.46525770568581,93.28447299357917,104.47534118198325,206.52511421245646,105.20104096102827,105.20104096102827
82.48278212718407,84.26396565970093,101.832579813053,103.70589031409496,235.34426767146095,102.45097598802076,102.45097598802076
78.00212967915773,318.58065028102953,95.85847395568656,99.52297666079266,576.3480416632037,96.21266765024168,96.21266765024168
