ID|N_MIEMBRO|BHCH03|BHCH04|BHCH05|BHCH06|BHCH07|BHCH08|BHCH09|BHCH10_01|BHCH10_02|BHCH10_99|BHCH11|BHCH12|BHCH13|BHCH14_01|BHCH14_02|BHCH14_03|BHCH14_04|BHCH14_05|BHCH14_06|BHCH14_07|BHCH14_99|BHCH15|BHDC|SELECCIONADO_BI|BHSL01|BHSL02|BHSL03|BHSL04|BHSL05|BHSL06|BHSL07|BHSL08|BHSL09|BHSL10|BHSL11|BHSL12|BHTV01|BHDC01_01|BHDC01_02|BHDC01_03|BHDC01_04|BHDC01_05|BHDC01_06|BHDC01_07|BHDC01_08|BHDC02_01|BHDC02_02|BHDC02_03|BHDC02_04|BHDC02_05|BHDC02_06
134118|3|21|3|2|4|6|2|||||6|2|3|||||||98||2|0|0|2||3|||1|||||||2||||||||||||||
134118|4|13|3|1||6|1|1|5|0||6|2|1|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
153130|1|27|1|1|3|6|1|2|5|0||8|2|1|2|2|2|2|2|2|||2|0|1|2||5||7|||1|2||2|2|2||||||||||||||
135145|1|66|1|1|3|3|2|||||4|2|4|2|1|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
141866|1|62|1|2|4|1|2|||||4|2|99|1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
141866|2|56|2|1|3|1|2|||||4|1||1|2|2|2|2|2|||2|0|1|1|1||||||1|1|2||1|2||||||||||||||
141866|3|43|3|2|4|6|2|||||6|1||||||||98||2|0|0|1|1||||||1|1|2||2|2||||||||||||||
141866|4|30|3|1|3|1|2|||||8|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
141866|5|32|5|2|4|1|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||1|2||1||2||||||||||||||
101006|1|44|1|2|4|1|2|||||6|2|2|||||||98||2|0|1|2||3|||1|||||||2||||||||||||||
101006|2|30|2|1|3|1|2|||||4|1||||||||98||2|0|0|2||1|1|||||||||2||||||||||||||
101006|3|10|4|2||6|1|1|4|0||4|2|4|||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
101006|4|4|3|1||6|3||||||||||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
101006|5|0|3|2||6|3||||||||||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
163316|1|39|1|2|4|2|2|||||8|2|2|2|2|1|2|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
163316|2|36|2|1|3|2|2|||||8|2|1|2|2|1|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
106443|1|66|1|2|4|2|2|||||9|1|||||||||99|2|0|0|1|1||||||1|1|2||1|2||||||||||||||
106443|2|66|2|1|3|2|2|||||9|2|3|2|2|2|1|2|2|||2|0|1|1|2||||||1|4||||2||||||||||||||
178838|1|30|1|1|3|1|1|1|2|0||9|2|1|1|2|2|2|2|2|||2|0|1|2||3|||1|||||||2||||||||||||||
178838|2|33|2|2|4|1|2|||||8|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
178838|3|9|3|2||6|1|2|5|0||4|2|3|1|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
178838|4|4|3|2||6|1|1|4|0||2|||1|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
130558|1|47|1|1|3|3|2|||||8|1||1|2|2|2|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
130558|2|21|3|2|4|6|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
131687|1|43|1|1|3|4|2|||||6|1||1|2|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
105871|1|77|1|2|4|5|2|||||6|2|0|2|1|2|2|2|2|||2|0|1|2||1|3|||||||||1||||||||||||||
142715|1|34|1|2|4|1|2|||||8|1||2|2|1|2|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
142715|2|35|2|1|3|1|2|||||9|1||2|2|1|2|2|2|||2|0|0|1|1||||||1|2||1||2||||||||||||||
142715|3|5|3|2||6|1|1|4|0||3|2|0|2|2|1|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
142715|4|1|3|2||6|3||||||||2|2|1|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
168239|1|42|1|2|4|1|2|||||9|1||2|2|1|2|2|2|||2|0|1|1|1||||||2|2||1||1||||||||||||||
168239|2|45|2|1|3|1|2|||||8|1||2|2|1|2|2|2|||2|0|0|1|1||||||3|1|2||1|2||||||||||||||
150770|1|39|1|1|3|3|2|||||9|2|0|1|2|2|2|2|2|||2|0|1|1|1||||||1|1|2||2|2||||||||||||||
150770|2|10|3|2||6|1|2|4|0||4|2|3|1|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
150770|3|5|3|1||6|1|1|4|0||3|2|0|1|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
125965|1|48|1|2|4|4|2|||||9|1||2|2|2|1|2|2|||2|0|1|1|1||||||1|1|2||1|2||||||||||||||
125965|2|8|3|1||6|1|2|7|0||4|2|2|2|2|2|1|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
125965|3|6|3|1||6|1|2|7|0||4|2|0|2|2|2|1|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
104605|1|31|1|2|4|6|2|||||8|2|1|1|2|2|2|2|2|||2|0|1|1|1||||||2|1|2||1|2||||||||||||||
131603|1|59|1|1|3|5|2|||||9|1||1|2|2|2|2|2|||2|0|1|2||1|3|||||||||2||||||||||||||
157123|1|56|1|2|4|1|2|||||9|2|2|1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
157123|2|34|2|1|3|1|2|||||8|1||1|2|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
157123|3|15|4|1|3|6|1|1|6|0||6|2|3|1|2|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
157123|4|10|4|1||6|1|1|4|0||4|2|2|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|99|1|2|2|||||||
157123|5|4|3|2||6|1|1|4|0||2|||1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
178035|1|47|1|1|3|3|2|||||8|1||1|2|2|2|2|2|||2|0|1|1|1||||||2|1|1||1|2||||||||||||||
178035|2|16|3|2|4|6|1|2|4|0||6|2|5|1|2|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
123243|1|58|1|2|4|2|2|||||6|1||1|2|2|2|2|2|||2|0|1|2||5||1|||2|2||1||2||||||||||||||
123243|2|68|2|1|3|2|2|||||6|1||1|1|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
114056|1|81|1|2|4|2|2|||||6|2|2|2|1|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
114056|2|75|2|1|3|2|2|||||4|2|2|2|1|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
114056|3|40|3|1|3|6|2|||||6|2|1|1|2|2|2|2|2|||2|0|0|1|1||||||1|1|2||1|2||||||||||||||
146279|1|70|1|2|4|2|2|||||6|1||2|1|2|2|2|2|||2|0|0|2||3|||1|||||||2||||||||||||||
146279|2|66|2|1|3|2|2|||||9|2|1|1|2|2|2|2|2|||2|0|1|1|1||||||1|2||1||2||||||||||||||
146279|3|26|3|1|3|6|1|1|||99|8|2|2|||||||98||2|0|0|1|1||||||1|1|2||2|2||||||||||||||
116896|1|41|1|1|3|1|2|||||6|1|||||||||99|2|0|0|1|1||||||1|2||1||1||||||||||||||
116896|2|50|2|2|4|1|2|||||8|1||1|2|2|2|2|2|||2|0|1|2||5||7|||2|2||1||1||||||||||||||
116896|3|23|3|2|4|6|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
116896|4|16|3|2|4|6|1|1|4|0||6|2|4|1|2|2|2|2|2|||2|0|0|2||3|||1|||||||2||||||||||||||
116896|5|8|3|2||6|1|1|4|0||4|2|1|||||||98|||1|0||||||||||||||1|2|2|2|1|2|2|||||||
141286|1|30|1|1|3|1|1|1|0|0||9|2|2|||||||98||2|0|1|1|1||||||1|1|2||2|2||||||||||||||
141286|2|28|2|2|4|1|2|||||6|2|4|||||||98||2|0|0|1|1||||||1|2||2|2|2||||||||||||||
141286|3|12|3|2||6|1|1|4|0||4|2|5|||||||98|||1|0||||||||||||||1|2|2|2|1|2|2|||||||
141286|4|10|3|2||6|1|1|4|0||4|2|3|2|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
141286|5|5|3|1||6|1|1|4|0||3|2|0|||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
118726|1|28|1|1|3|6|1|1|4|0||8|2|2|1|2|2|2|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
105141|1|70|1|2|4|2|2|||||4|1||2|1|2|2|2|2|||2|0|1|1|1||||||1|1|2||2|2||||||||||||||
105141|2|77|2|1|3|2|2|||||8|1||2|1|2|2|2|2|||2|0|0|1|1||||||1|1|2||2|2||||||||||||||
105141|3|18|3|1|3|6|1|2|4|0||6|2|3|2|1|2|2|2|2|||2|0|0|2||1|3|||||||||2||||||||||||||
114509|1|36|1|1|3|1|2|||||6|2|3|||||||98||2|0|0|2||3|||1|||||||2||||||||||||||
114509|2|37|2|2|4|1|2|||||6|2|2|||||||98||2|0|0|1|1||||||3|1|2||2|2||||||||||||||
114509|3|14|3|1|3|6|1|1|8|0||6|2|2|||||||98||2|0|1|2||1|3|||||||||2||||||||||||||
114509|4|1|3|1||6|3||||||||||||||98|||1|0||||||||||||||2|2|2|2|1|2|2|||||||
151278|1|63|1|2|4|6|2|||||6|2|2|2|1|2|2|2|2|||2|0|1|1|1||||||2|2||2|2|2||||||||||||||
104039|1|42|1|1|3|4|2|||||8|1||1|2|2|2|2|2|||2|0|1|1|1||||||1|2||1||2||||||||||||||
150776|1|69|1|1|3|5|2|||||9|1||1|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
150776|2|30|3|1|3|6|2|||||9|1||1|2|2|2|2|2|||2|0|1|1|1||||||1|2||1||2||||||||||||||
172988|1|26|1|2|4|6|2|||||9|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
172988|2|84|12|2|4|2|2|||||9|1||1|2|2|2|2|2|||1|1|0|2||2|3|||||||||2|2|2|2|2|1|2|2|||||||
172988|3|80|12|1|3|2|2|||||6|1||1|2|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
119512|1|60|1|2|4|6|2|||||6|1||2|1|2|2|2|2|||1|1|1|2||1|1|||||||||1|1|2|2|2|2|2|2|||||||
107518|1|50|1|1|3|3|2|||||9|1||1|2|2|2|2|2|||2|0|1|1|1||||||3|2||1||2||||||||||||||
103772|1|65|1|2|4|2|2|||||6|1||2|2|2|2|2|2|||2|0|0|1|1||||||3|1|2||1|2||||||||||||||
103772|2|60|2|1|3|2|1|1|4|0||6|2|2|2|1|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
185183|1|55|1|2|4|2|2|||||4|1||2|2|2|2|2|2|||2|0|0|1|1||||||3|1|2||2|2||||||||||||||
185183|2|59|2|1|3|2|2|||||6|1||2|2|2|2|2|2|||2|0|0|2||4|||1|||||||2||||||||||||||
185183|3|27|3|2|4|6|2|||||6|1||2|2|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
185183|4|20|3|2|4|6|2|||||6|1||2|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
106535|1|42|1|1|3|6|2|||||6|1||1|2|2|2|2|2|||2|0|1|1|1||||||99|1|2||1|2||||||||||||||
106535|2|11|3|2||6|1|2|4|0||4|2|6|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
161341|1|28|1|2|4|6|1|1|9|0||9|1||2|2|2|2|2|2|||2|0|1|1|1||||||4|2||2|2|1||||||||||||||
128518|1|39|1|2|4|1|2|||||8|2|4|1|2|2|2|2|2|||2|0|0|1|1||||||3|2||1||2||||||||||||||
128518|2|36|2|1|3|1|1|1|4|0||8|2|3|1|2|2|2|2|2|||2|0|1|1|1||||||3|2||1||2||||||||||||||
128518|3|4|3|1||6|1|2|4|0||2|||1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
115317|1|64|1|2|4|2|2|||||9|2|1|1|2|2|2|2|2|||2|0|0|1|1||||||3|2||1||2||||||||||||||
115317|2|59|2|1|3|2|2|||||4|1||1|2|2|2|2|2|||2|0|1|1|1||||||3|2||1||2||||||||||||||
190639|1|50|1|2|4|2|2|||||8|1||1|2|2|2|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
190639|2|40|2|1|3|2|2|||||6|1||1|2|2|2|2|2|||2|0|0|2||2|1|||||||||2||||||||||||||
190639|3|8|3|1||6|1|2|4|30||4|2|2|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
180915|1|22|1|1|3|2|2|||||6|1||1|2|2|2|2|2|||2|0|1|2||2|2|||||||||2||||||||||||||
180915|2|25|2|2|4|2|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||3|2||1||2||||||||||||||
180915|3|2|3|1||6|3||||||||1|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
180915|4|4|3|2||6|1|1|4|0||2|||1|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
160383|1|77|1|2|4|2|2|||||6|1||1|2|2|2|2|2|||2|0|0|2||1|3|||||||||1||||||||||||||
160383|2|83|2|1|3|2|2|||||4|1||1|2|2|2|2|2|||2|0|1|2||1|3|||||||||1||||||||||||||
118173|1|67|1|1|3|5|2|||||4|2|1|2|1|2|2|2|2|||2|0|1|2||1|3|||||||||2||||||||||||||
101889|1|49|1|1|3|6|2|||||6|1||1|2|2|2|2|2|||2|0|0|2||2|1|||||||||2||||||||||||||
101889|2|25|3|1|3|6|1|1|4|0||9|2|3|1|2|2|2|2|2|||2|0|0|1|1||||||2|2||2|2|2||||||||||||||
101889|3|19|3|1|3|6|1|1|4|0||9|2|1|1|2|2|2|2|2|||2|0|1|1|1||||||2|2||2|2|2||||||||||||||
177176|1|50|1|1|3|6|2|||||6|1||2|2|2|2|2|2|||2|0|1|1|1||||||1|2||1||2||||||||||||||
110196|1|45|1|2|4|1|2|||||4|1||1|2|2|2|2|2|||2|0|1|1|1||||||3|2||1||2||||||||||||||
110196|2|45|2|1|3|1|1|1|4|0||6|2|5|1|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
184756|1|23|1|2|4|1|2|||||6|2|1|1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
184756|2|27|2|1|3|1|2|||||6|2|4|2|2|2|2|2|2|||2|0|1|2||3|||2|3||||||2||||||||||||||
184756|3|7|3|1||6|1|1|4|0||4|2|1|1|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
184756|4|2|3|2||6|3||||||||1|2|2|2|2|2||||1|0||||||||||||||1|2|2|2|1|2|2|||||||
139617|1|28|1|2|4|1|2|||||8|1||1|2|2|2|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
139617|2|36|2|1|3|1|2|||||9|1||2|2|2|2|2|2|||1|1|0|2||2|1|||||||||2|2|2|2|2|1|2|2|||||||
125729|1|53|1|2|4|2|2|||||4|2|2|2|2|2|2|2|2|||2|0|1|1|1||||||2|1|2||2|2||||||||||||||
125729|2|54|2|1|3|2|2|||||6|2|1|2|2|2|2|2|2|||2|0|0|1|1||||||2|1|2||2|2||||||||||||||
155081|1|35|1|2|4|1|2|||||6|2|5|2|2|2|2|2|2|||2|0|1|1|1||||||2|1|2||2|2||||||||||||||
155081|2|30|2|1|3|1|2|||||7|1||2|2|2|2|2|2|||2|0|0|2||3|||1|||||||2||||||||||||||
132036|1|59|1|2|4|1|2|||||4|2|99|2|2|2|2|2|2|||2|0|1|1|1||||||3|2||2|2|2||||||||||||||
132036|2|53|2|1|3|1|2|||||6|2|1|2|2|2|2|2|2|||2|0|0|2||2|1|||||||||2||||||||||||||
101195|1|49|1|1|3|4|2|||||9|1||2|2|2|2|2|2|||1|1|1|2||2|3|||||||||2|2|2|2|2|1|2|2|||||||
163556|1|62|1|1|3|5|2|||||6|1||2|2|2|2|2|2|||2|0|0|1|1||||||2|2||2|2|2||||||||||||||
163556|2|24|3|1|3|6|1|1|3|0||9|2|2|2|2|2|2|2|2|||2|0|1|1|1||||||2|2||2|2|2||||||||||||||
119722|1|21|1|2|4|1|1|1|4|30||6|2|5|2|2|2|2|2|2|||2|0|1|1|1||||||3|2||2|2|2||||||||||||||
119722|2|22|2|1|3|1|2|||||6|1||2|2|2|2|2|2|||2|0|0|2||2|1|||||||||2||||||||||||||
119722|3|1|3|2||6|3||||||||2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
131701|1|26|1|2|4|6|1|1|4|0||9|2|3|2|2|1|2|2|2|||2|0|1|1|1||||||1|1|2||2|2||||||||||||||
131701|2|17|9|1|3|6|1|1|5|0||6|2|5|1|2|1|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
158420|1|63|1|2|4|2|2|||||8|1||2|2|2|1|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
158420|2|59|2|1|3|2|2|||||8|1||2|2|2|1|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
131422|1|49|1|2|4|6|2|||||8|2|3|1|2|2|2|2|2|||2|0|1|1|1||||||2|2||1||1||||||||||||||
131422|2|18|3|2|4|6|1|2|4|0||8|2|1|1|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
111410|1|60|1|2|4|2|2|||||4|1||2|2|2|2|2|2|||2|0|0|1|1||||||99|2||2|2|2||||||||||||||
111410|2|57|2|1|3|2|2|||||4|1||2|2|2|2|2|2|||2|0|1|2||2|1|||||||||2||||||||||||||
111410|3|23|3|1|3|6|2|||||6|1||2|2|2|2|2|2|||2|0|0|1|1||||||4|3||2|2|2||||||||||||||
197084|1|47|1|2|4|2|2|||||6|2|3|1|2|2|2|2|2|||2|0|1|1|1||||||4|2||1||2||||||||||||||
197084|2|45|2|1|3|2|2|||||9|2|2|1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
197084|3|17|3|1|3|6|1|2|8|0||6|2|5|1|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
146702|1|80|1|2|4|2|2|||||4|1||1|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
146702|2|74|2|1|3|2|2|||||4|1||2|1|2|2|2|2|||1|1|1|2||1|3|||||||||2|1|2|2|2|1|2|2|||||||
154207|1|44|1|2|4|1|2|||||6|2|5|1|2|2|2|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
154207|2|42|2|1|3|1|2|||||6|1||2|2|2|2|2|2|||2|0|0|2||1|1|||||||||1||||||||||||||
154207|3|15|3|2|4|6|1|1|4|0||6|2|3|1|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
176935|1|33|1|1|3|6|2|||||6|1||2|2|2|2|2|2|||2|0|1|2||1|1|||||||||1||||||||||||||
176935|2|11|3|1||6|1|1|4|30||4|2|4|2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
176935|3|16|3|2|4|6|1|1|5|0||6|2|3|2|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
176935|4|6|3|1||6|1|1|4|0||4|2|1|2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
176935|5|2|3|2||6|3||||||||2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
137133|1|39|1|1|3|6|2|||||6|1||2|2|2|2|2|2|||2|0|1|1|1||||||1|2||2|2|2||||||||||||||
137133|2|4|3|1||6|1|1|4|0||2|||2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
137133|3|13|3|2||6|1|1|4|0||5|2|6|2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
134158|1|45|1|2|4|1|2|||||6|2|2|1|2|2|2|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
134158|2|35|2|1|3|1|2|||||6|1||2|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
134158|3|12|3|2||6|1|1|5|0||4|2|6|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
131026|1|49|1|2|4|1|2|||||9|2|2|2|2|2|2|2|2|||2|0|0|1|1||||||3|1|2||1|2||||||||||||||
131026|2|43|2|1|3|1|2|||||5|2|7|2|2|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
131026|3|7|3|2||6|1|1|4|0||4|2|1|2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
131026|4|18|3|1|3|6|1|1|5|0||6|2|5|2|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
179589|1|51|1|2|4|1|2|||||4|1||2|2|1|2|2|2|||2|0|0|2||3|||1|||||||2||||||||||||||
179589|2|65|2|1|3|1|2|||||4|2|2|2|1|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
179589|3|26|3|1|3|6|2|||||6|1||2|2|1|2|2|2|||2|0|0|1|1||||||4|2||2|1|2||||||||||||||
179589|4|24|3|1|3|6|1|1|4|0||9|2|6|2|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
119801|1|22|1|1|3|1|1|1|4|0||6|2|3|2|2|2|2|2|2|||2|0|0|1|1||||||1|2||2|2|2||||||||||||||
119801|2|31|2|2|4|1|2|||||6|2|99|2|2|2|2|2|2|||2|0|0|1|1||||||3|2||2|2|2||||||||||||||
119801|3|15|9|2|4|6|1|1|4|0||6|2|1|2|2|2|2|2|2|||2|0|1|2||2|1|||||||||2||||||||||||||
119801|4|12|9|2||6|1|1|4|0||4|2|4|2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
119801|5|10|9|1||6|1|1|4|0||4|2|3|2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
119801|6|5|3|1||6|1|1|3|0||3|2|0|2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
119801|7|3|3|1||6|3||||||||2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
158839|1|55|1|2|4|2|2|||||6|1|||||||||99|2|0|1|1|1||||||3|2||1||2||||||||||||||
158839|2|59|2|1|3|2|2|||||6|1|||||||||99|2|0|0|2||1|1|||||||||2||||||||||||||
158839|3|30|3|1|3|6|2|||||6|1||1|2|2|2|2|2|||2|0|0|2||2|1|||||||||2||||||||||||||
179970|1|48|1|2|4|1|2|||||4|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
179970|2|49|2|1|3|1|2|||||9|1||2|2|2|2|2|1|||2|0|1|1|1||||||4|1|1||1|2||||||||||||||
124722|1|34|1|1|3|1|2|||||6|1||2|2|2|2|2|2|||2|0|0|2||2|2|||||||||2||||||||||||||
124722|2|35|2|2|4|1|2|||||4|1||2|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
124722|3|17|3|1|3|6|1|1|6|0||6|2|4|2|2|2|2|2|2|||2|0|1|1|2||||||1|1|2||2|2||||||||||||||
109488|1|58|1|2|4|1|2|||||4|1||2|2|2|2|2|1|||2|0|0|1|1||||||99|1|2||2|1||||||||||||||
109488|2|51|2|1|3|1|2|||||4|1||2|2|2|2|2|2|||1|1|1|2||2|1|||||||||2|1|2|2|2|1|2|2|||||||
170407|1|77|1|1|3|5|2|||||8|2|4|1|2|2|2|2|2|||2|0|1|2||1|3|||||||||2||||||||||||||
164278|1|45|1|2|4|6|2|||||8|1||1|2|2|2|2|2|||2|0|1|1|1||||||3|1|2||1|2||||||||||||||
164278|2|26|3|2|4|6|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||1|2||1||1||||||||||||||
131842|1|48|1|2|4|2|2|||||6|2|3|2|2|2|2|2|2|||2|0|1|1|1||||||4|2||2|2|2||||||||||||||
131842|2|46|2|1|3|2|2|||||6|1||2|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
131842|3|21|3|2|4|6|2|||||6|1||2|2|2|2|2|2|||2|0|0|2||3|||1|||||||2||||||||||||||
131842|4|16|3|2|4|6|1|1|8|0||6|2|3|2|2|2|2|2|2|||2|0|0|2||2|1|||||||||2||||||||||||||
100449|1|52|1|2|4|1|2|||||6|2|3|2|2|2|2|2|2|||1|1|1|1|1||||||4|2||2|2|2|2|2|2|2|1|2|2|||||||
100449|2|51|2|1|3|1|2|||||4|1||2|2|2|2|2|2|||2|0|0|1|1||||||1|3||2|2|2||||||||||||||
100449|3|9|3|1||6|1|1|4|0||4|2|4|2|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
199703|1|64|1|2|4|4|2|||||9|2|4|1|2|2|2|2|2|||2|0|1|2||1|1|||||||||2||||||||||||||
183350|1|89|1|2|4|2|2|||||6|1||2|1|2|2|2|2|||1|1|1|2||1|1|||||||||2|1|2|2|2|1|2|2|||||||
183350|2|88|2|1|3|2|2|||||4|1||2|1|2|2|2|2|||1|1|0|2||1|1|||||||||2|1|2|2|2|1|2|2|||||||
186470|1|42|1|2|4|2|2|||||6|1||1|2|2|2|2|2|||2|0|1|1|1||||||2|2||1||2||||||||||||||
186470|2|41|2|1|3|2|2|||||4|1||1|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
186470|3|13|3|1||6|1|1|4|0||6|2|1|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
186470|4|10|3|1||6|1|2|4|0||4|2|4|1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
186470|5|4|3|1||6|1|1|4|0||2|||1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
189777|1|44|1|2|4|2|2|||||9|2|2|1|2|2|2|2|2|||2|0|1|1|1||||||3|2||1||2||||||||||||||
189777|2|41|2|1|3|2|2|||||6|2|3|1|2|2|2|2|2|||2|0|0|2||1|1|||||||||2||||||||||||||
189777|3|1|3|2||6|99||||||||1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
189777|4|1|3|1||6|99||||||||1|2|2|2|2|2||||1|0||||||||||||||2|2|2|2|1|2|2|||||||
125820|1|57|1|2|4|2|2|||||6|2|4|2|2|2|2|2|2|||2|0|0|1|1||||||3|2||2|2|2||||||||||||||
125820|2|57|2|1|3|2|2|||||6|1||1|2|2|2|2|2|||2|0|0|1|1||||||2|2||1||2||||||||||||||
125820|3|30|3|2|4|6|2|||||6|2|3|1|2|2|2|2|2|||2|0|0|1|1||||||4|2||1||2||||||||||||||
125820|4|27|3|2|4|6|2|||||6|2|3|2|2|2|2|2|2|||2|0|1|2||3|||1|||||||2||||||||||||||
125820|5|19|3|2|4|6|2|||||6|2|2|2|2|2|2|2|2|||2|0|0|1|1||||||4|2||2|2|2||||||||||||||
153598|1|66|1|2|4|2|2|||||4|1||1|2|2|2|2|2|||2|0|0|1|1||||||4|2||2|2|2||||||||||||||
